EC / List No.,CAS No.,Name,Registration Type,Submission Type,Total Tonnage Band,Dossier ID,Link
907-706-6,,"Reaction mass of  4-(2,6,6-trimethylcyclohex-2-ene-1-yl)-but-3-ene-2-one and 4-(2,6,6-trimethylcyclohex-1-ene-1-yl)-but-3-ene-2-one",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-db9ba7ef-a10d-70dd-e044-00144f67d031,Dossier
907-745-9,,"Reaction mass of 2,6-di-tert-butylphenol and 2,4,6-tri-tert-butylphenol",Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9d9d1fad-5003-5915-e044-00144f67d249,Dossier
907-808-0,,"Reaction mass of (4R)-isopropenyl-1-methylcyclohexene and (4S)-isopropenyl-1-methylcyclohexene and 4-isopropylidene-1-methylcyclohexene and 1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane",Intermediate,Joint Submission,Intermediate Use Only,DISS-9ffb8421-97a5-5e85-e044-00144f67d031,Dossier
907-870-9,,Reaction mass of  bis(2-methylpropyl) pentanedioate and bis(2-methylpropyl) butanedioate and bis(2-methylpropyl) hexanedioate,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-97dab928-8e6b-41fa-e044-00144f67d031,Dossier
907-996-4,,"Reaction mass of 2-(2-(2-butoxyethoxy)ethoxy)ethanol and 3,6,9,12-tetraoxahexadecan-1-ol",Full,Individual Submission,Tonnage Data Confidential,DISS-9fecf489-ba18-578f-e044-00144f67d031,Dossier
908-197-3,,"Reaction mass of 2,2,3,3,4,4,5,5,6-nonafluoro-6-(heptafluoropropyl)tetrahydro-2H-pyran and 2,2,3,3,4,4,5-heptafluorotetrahydro-5-(nonafluorobutyl)furan",Intermediate,Individual Submission,Intermediate Use Only,DISS-e7627168-f77a-63fd-e044-00144f67d031,Dossier
908-343-6,,reaction mass of calcium carbonate and calcium dihydroxide and calcium peroxide  	,Full,Individual Submission,"100 - 1,000 tonnes per annum",DISS-e7627168-f7c5-63fd-e044-00144f67d031,Dossier
908-381-3,,Reaction mass of calcium carbonate and calcium sulfate and magnesium hydroxide,Full,Individual Submission,"1,000 - 10,000 tonnes per annum",DISS-9ffbcf5a-fceb-11f9-e044-00144f67d031,Dossier
908-509-8,,Reaction mass of sodium benzoate and sodium carbonate,Intermediate,Individual Submission,Intermediate Use Only,DISS-a1354b8f-dcd9-5c23-e044-00144f67d031,Dossier
908-510-3,,Reaction mass of sodium benzoate and sodium carbonate and sodium hydroxide,Intermediate,Individual Submission,Intermediate Use Only,DISS-a1340dc0-b77d-37c7-e044-00144f67d031,Dossier
908-531-8,,no data,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-e2bc7221-8945-3f99-e044-00144f67d031,Dossier
908-552-2,,Reaction mass of disodium sulphide and sodium carbonate and sodium hydrogensulphide,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dffb4072-e46b-47ae-e044-00144f67d031,Dossier
908-570-0,,Reaction mass of disodium carbonate and disodium sulfate and sodium chloride,Intermediate,Joint Submission,Intermediate Use Only,DISS-9ff79528-4f0c-181b-e044-00144f67d031,Dossier
908-714-2,,Iso-nonanal (roh)  ex SAL Tank 55/56/75,Intermediate,Individual Submission,Intermediate Use Only,DISS-9feb1479-a5ba-4189-e044-00144f67d031,Dossier
908-749-3,,reaction mass of  magnesium carbonate and magnesium hydroxide and magnesium oxide and magnesium peroxide,Full,Individual Submission,"100 - 1,000 tonnes per annum",DISS-e7627168-f74e-63fd-e044-00144f67d031,Dossier
908-820-9,,Reaction mass of  (E)-1-chlorobut-2-ene and 3-chlorobut-1-ene,Full,Individual Submission,"1,000 - 10,000 tonnes per annum",DISS-a001010f-3740-1473-e044-00144f67d031,Dossier
908-912-9,,"Reaction mass of 2,2'-methylenediphenol and 4,4'-methylenediphenol and o-[(4-hydroxyphenyl)methyl]phenol",Intermediate,Individual Submission,Intermediate Use Only,DISS-a1354151-6bcc-57fd-e044-00144f67d031,Dossier
908-918-1,,Reaction mass of 2-methylbutyl acetate and pentyl acetate,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-a0037a8b-ec75-0249-e044-00144f67d031,Dossier
908-996-7,,Reaction mass of methyl dihydrogen phosphate and  orthophosphoric acid and dimethyl hydrogen phosphate,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dcee978f-1883-2781-e044-00144f67d031,Dossier
909-034-9,,Reaction mass of cyclododecanol and cyclododecanone,Intermediate,Individual Submission,Intermediate Use Only,DISS-9fdf4b65-cd5a-54ed-e044-00144f67d031,Dossier
909-044-3,,Not yet available,Intermediate,Individual Submission,Intermediate Use Only,DISS-d6b189d8-4d9b-4b31-e044-00144f67d031,Dossier
909-068-4,,"Reaction mass 2-methylpenta-1,3-diene and 4-methylpenta-1,3-diene",Intermediate,Joint Submission,Intermediate Use Only,DISS-e5a0779b-8b1d-00b9-e044-00144f67d031,Dossier
909-082-0,938065-79-3,"Reaction mass of 5,12-dihydro-2,9-dimethylquino[2,3-b]acridine-7,14-dione and 5,12-dihydro-2-methylquino[2,3-b]acridine-7,14-dione and 5,12-dihydroquino[2,3-b]acridine-7,14-dione",Full,Joint Submission,10 - 100 tonnes per annum,DISS-a0009a1b-8f76-5137-e044-00144f67d031,Dossier
909-122-7,,"Reaction mass of 3,6,10-trimethylundeca-3,5,9-trien-2-one and 7,11-dimethyldodeca-4,6,10-trien-3-one",Intermediate,Joint Submission,Intermediate Use Only,DISS-a1336f91-b0f8-5e58-e044-00144f67d031,Dossier
909-125-3,,"Reaction mass of N,N-dimethyldecan-1-amide and N,N-dimethyloctanamide",Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-dffb4072-e3a3-47ae-e044-00144f67d031,Dossier
909-152-0,,"Reaction mass of 1,1,2,3,3-pentamethylindan and β,1,1,2,3,3-hexamethylindan-5-ethanol",Intermediate,Joint Submission,Intermediate Use Only,DISS-9ffb98b0-0d1f-6973-e044-00144f67d031,Dossier
909-586-0,,"Reaction mass of aluminium and aluminium oxide and calcium oxide and magnesium oxide_x000D_
",Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9fe625b3-5e8f-600e-e044-00144f67d031,Dossier
909-634-0,,Reaction mass of calcium oxide and silicon dioxide and vanadium dioxide and aluminium oxide,Intermediate,Individual Submission,Intermediate Use Only,DISS-76fd62f0-d7f7-4591-e044-00144f26965e,Dossier
909-701-4,,[Name not available],Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-9ff83f4c-2613-73e2-e044-00144f67d031,Dossier
909-709-8,,Reaction mass of cerium dioxide and zirconium dioxide,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-a00244f7-a5e3-4947-e044-00144f67d031,Dossier
909-803-9,,Reaction mass of aluminium fluoride and aluminium oxide and chromium (III) oxide and nickel dichloride,Intermediate,Individual Submission,Intermediate Use Only,DISS-9fe91fed-fc91-2088-e044-00144f67d031,Dossier
909-880-9,,Reaction mass of diiron trioxide and divanadium pentaoxide and nickel monoxide,Intermediate,Individual Submission,Intermediate Use Only,DISS-a0027475-a10c-62e8-e044-00144f67d031,Dossier
909-981-8,,"Reaction mass of Fumes, silica and diiron trioxide",Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9ff13ed8-77ff-57e4-e044-00144f67d031,Dossier
910-038-8,,Reaction mass of Quartz (SiO2) and aluminium and aluminium oxide and magnesium oxide,Full,Joint Submission,Tonnage Data Confidential,DISS-9ff2cf9a-ad93-43a8-e044-00144f67d031,Dossier
910-268-9,,reaction mass of sodium chloride and sodium hydroxide,Intermediate,Individual Submission,Intermediate Use Only,DISS-9ff4e4c0-7600-09d9-e044-00144f67d031,Dossier
910-374-5,,Reaction mass of aluminium oxide and divanadium pentaoxide and molybdenum trioxide,Intermediate,Individual Submission,Intermediate Use Only,DISS-76fd53b2-4531-3b5f-e044-00144f26965e,Dossier
910-388-1,,Reaction mass of silicon dioxide and zirconium dioxide,Full,Individual Submission,1 - 10 tonnes per annum,DISS-abdc109c-8e8f-4b4b-e044-00144f67d249,Dossier
910-404-7,,Reaction mass of disodium sulphide and sodium hydrogensulphide,Intermediate,Individual Submission,Intermediate Use Only,DISS-e7627168-f876-63fd-e044-00144f67d031,Dossier
910-417-8,,Reaction mass of nickel monoxide and silicon dioxide,Intermediate,Individual Submission,Intermediate Use Only,DISS-76fd53a6-ed02-3b55-e044-00144f26965e,Dossier
910-663-6,,Reaction mass of cobalt sulphide and nickel sulphide and trinickel disulphide,Intermediate,Joint Submission,Intermediate Use Only,DISS-9dae8747-5a13-5a2f-e044-00144f67d249,Dossier
910-670-4,,Falu Rödfärg Pigment,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-a219ef5d-4da3-5a17-e044-00144f67d031,Dossier
910-704-8,,Reaction mass of Limestone and dicalcium silicate,Full,Individual Submission,"10,000 - 100,000 tonnes per annum",DISS-a20fe6f6-338e-4e79-e044-00144f67d031,Dossier
910-757-7,,Reaction mass of divinylbenzene and ethylstyrene,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9c828fbd-c953-469d-e044-00144f67d249,Dossier
910-853-9,8011-63-0,"A mixture, with or without stabilising agents, of calcium hydroxide and copper(II) sulphate",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dffb4072-e3b8-47ae-e044-00144f67d031,Dossier
911-174-0,,"1,1'-(dodecylimino)dipropan-2-ol + 1,1'-(tetradecylimino)dipropan-2-ol",Intermediate,Joint Submission,Intermediate Use Only,DISS-d6b212e5-4ac0-16bb-e044-00144f67d031,Dossier
911-238-8, ,Reaction mass of hydrogenated and dehydrogenated rosin,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-97d8e975-88a4-5a1d-e044-00144f67d031,Dossier
911-254-5,,"Reaction mass of 2-tert-butyl-4,6-dimethylphenol and 4-tert-butyl-2,5-dimethylphenol",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-9c7d279f-b0c1-07fd-e044-00144f67d249,Dossier
911-280-7,,Reaction mass of 2-methylbutyl salicylate and pentyl salicylate,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dcee9841-6a16-2798-e044-00144f67d031,Dossier
911-351-2,,Reaction mass of diisobutyl hydrogen phosphate and isobutyl dihydrogen phosphate,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dcee948b-9152-2421-e044-00144f67d031,Dossier
911-369-0,,"Reaction mass of 3a,4,5,6,7,7a-hexahydro-4,7-methanoinden-5-yl acetate and 3a,4,5,6,7,7a-hexahydro-4,7-methanoinden-6-yl",Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9ff4cf33-bf15-7374-e044-00144f67d031,Dossier
911-436-4,,Reaction mass of 4-[[4-(aminocarbonyl)phenyl]azo]-N-(2-ethoxyphenyl)-3-hydroxynaphthalene-2-carboxamide and 4-[[4-(aminocarbonyl)phenyl]azo]-3-hydroxy-N-(2-methoxyphenyl)naphthalene-2-carboxamide,Full,Joint Submission,10 - 100 tonnes per annum,DISS-dffb4072-e461-47ae-e044-00144f67d031,Dossier
911-467-3,,Reaction mass of potassium trifluoroacetate and potassium trifluoromethanesulphinate,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dffb4072-e39a-47ae-e044-00144f67d031,Dossier
911-490-9,,"Reaction mass of 2,2'-[(4-methylphenyl)imino]bisethanol and 2-[[2-(2-hydroxyethoxy)ethyl](4-methylphenyl)amino]-ethanol",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dffb4072-e4a1-47ae-e044-00144f67d031,Dossier
911-541-5,,Zwischenprodukt aus INS 45.,Intermediate,Individual Submission,Intermediate Use Only,DISS-9fedff6d-3248-70e4-e044-00144f67d031,Dossier
911-616-2,,Reaction mass of sodium 1-methoxy-1-oxohexadecane-2-sulphonate and sodium methyl 2-sulphooctadecanoate,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-a001c085-ac72-0349-e044-00144f67d031,Dossier
911-640-3,,"Reaction mass of tetrasodium 3-[[4-[[4-[(6-amino-1-hydroxy-3-sulphonato-2-naphthyl)azo]-6-sulphonato-1-naphthyl]azo]-1-naphthyl]azo]naphthalene-1,5-disulphonate and tetrasodium 3-[[4-[[4-[(6-amino-1-hydroxy-3-sulphonato-2-naphthyl)azo]-7-sulphonato-1-naphthyl]azo]-1-naphthyl]azo]naphthalene-1,5-disulphonate",Full,Joint Submission,1 - 10 tonnes per annum,DISS-e5a0779b-8b19-00b9-e044-00144f67d031,Dossier
911-694-8,,not yet assigned,Full,Joint Submission,10 - 100 tonnes per annum,DISS-e5a0779b-8b9c-00b9-e044-00144f67d031,Dossier
911-715-0,,"Reaction mass of 2,2'-[(3,3'-dichloro[1,1'-biphenyl]-4,4'-diyl)bis(2,1-diazenediyl)]bis[N-(2,4-dimethylphenyl)-3-oxobutyramide] and  2-[2-[3,3'-dichloro-4'-[2-[1-[[(2,4-dimethylphenyl)amino]carbonyl]-2-oxopropyl]diazenyl][1,1'-biphenyl]-4-yl]diazenyl]-3-oxo-N-(o-tolyl)butyramide and 2,2'-[(3,3'-dichloro[1,1'-biphenyl]-4,4'-diyl)bis(2,1-diazenediyl)]bis[N-(2-methylphenyl)-3-oxobutyramide]",Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-abd5adfc-c0f0-1e02-e044-00144f67d249,Dossier
911-739-1,,"Reaction mass of N-(4-chloro-2,5-dimethoxyphenyl)-_x000D_
3-hydroxy-4-[[2-methoxy-5-_x000D_
[(phenylamino)carbonyl]phenyl]azo]naphthalene-2-carboxamide_x000D_
and N-(5-chloro-2-methylphenyl)-3-hydroxy-4-[[2-methoxy-5-_x000D_
[(phenylamino)carbonyl]phenyl]azo]naphthalene-2-carboxamide",Full,Joint Submission,10 - 100 tonnes per annum,DISS-dffb4072-e4a2-47ae-e044-00144f67d031,Dossier
911-811-2,,"Reaction mass of [[(2-hydroxyethyl)imino]bis(methylene)]bisphosphonic acid and Phosphonic acid, P-[(tetrahydro-2-hydroxy-2-oxido-4H-1,4,2-oxazaphosphorin-4-yl)methyl]-",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dffb4072-e30e-47ae-e044-00144f67d031,Dossier
911-815-4,,"Reaction mass of tris(2-chloropropyl) phosphate and tris(2-chloro-1-methylethyl) phosphate and Phosphoric acid, bis(2-chloro-1-methylethyl) 2-chloropropyl ester and Phosphoric acid, 2-chloro-1-methylethyl bis(2-chloropropyl) ester",Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9ff8f4c6-18ab-61d9-e044-00144f67d031,Dossier
911-819-6,,"Reaction mass of 1,3-Propanediol, 2-(hydroxymethyl)-2-[(methoxymethoxy)methyl]- and 1,3-dioxane-5,5-dimethanol",Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-975e8654-6850-068b-e044-00144f67d031,Dossier
911-905-3,,"Reaction mass of 1,8-diazabicyclo[5.4.0]undec-7-ene and 2H-Azepin-2-one, 1-(3-aminopropyl)hexahydro-",Intermediate,Joint Submission,Intermediate Use Only,DISS-b2c9d787-3e98-5914-e044-00144f67d031,Dossier
911-929-4,,"Reaction mass of (1α,2β,5α)-2,6,6-trimethylbicyclo[3.1.1]heptane and pinanyl hydroperoxide",Intermediate,Joint Submission,Intermediate Use Only,DISS-dbbdaf05-de24-17e1-e044-00144f67d031,Dossier
912-631-7,12022-95-6,Ferrosilicon,Full,Joint Submission,"1,000,000 + tonnes per annum",DISS-9ffab043-08d6-6297-e044-00144f67d031,Dossier
912-664-7,,Reaction mass of cobalt and copper and iron,Intermediate,Joint Submission,Intermediate Use Only,DISS-9d9ac784-8098-24e7-e044-00144f67d249,Dossier
913-327-7,,[Name not available],Intermediate,Joint Submission,Intermediate Use Only,DISS-9fe1d1a1-f5e1-5b35-e044-00144f67d031,Dossier
913-331-9,,"Reaction mass of Magnesium bisulfite, Calcium bisulfite and Sulphur dioxide",Intermediate,Individual Submission,Intermediate Use Only,DISS-9ffdd441-b943-3ad9-e044-00144f67d031,Dossier
913-332-4,,Reaction mass of calcium hydrogensulphite and sulphur dioxide,Intermediate,Joint Submission,Intermediate Use Only,DISS-9fdb2e70-4dde-69f9-e044-00144f67d031,Dossier
913-413-4,,Reaction mass of disodium hydrogenorthophosphate and sodium dihydrogenorthophosphate,Intermediate,Joint Submission,Intermediate Use Only,DISS-a1350ef6-5186-3f8e-e044-00144f67d031,Dossier
913-600-0,,Reaction mass of sodium chloride and sodium iodide and sodium sulphate,Intermediate,Individual Submission,Intermediate Use Only,DISS-d6b17a1c-a9be-43ae-e044-00144f67d031,Dossier
913-623-6,,Reaction mass of ammonium chloride and sodium chlorate and sodium chloride,Intermediate,Individual Submission,Intermediate Use Only,DISS-e7627168-f6d3-63fd-e044-00144f67d031,Dossier
913-635-1,,reaction mass of Calcium chloride  and Sodium chloride,Intermediate,Individual Submission,Intermediate Use Only,DISS-9fe632b4-b808-67a8-e044-00144f67d031,Dossier
913-747-0,,Reaction mass of nitrosylsulphuric acid and sulphuric acid,Intermediate,Individual Submission,Intermediate Use Only,DISS-9fe8fed9-13b6-10c1-e044-00144f67d031,Dossier
913-888-8,,Reaction mass of ammonium dihydrogenorthophosphate and diammonium hydrogenorthophosphate,Full,Joint Submission,"100,000 - 1,000,000 tonnes per annum",DISS-a000edc3-fb22-09f0-e044-00144f67d031,Dossier
914-100-5,,Reaction mass of calcium sulfate and potassium sulfate and sodium sulphate,Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-a0008ac6-9b45-48fe-e044-00144f67d031,Dossier
914-103-1,,SEL BINAIRE 6/0/15,Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9ff68287-0754-70db-e044-00144f67d031,Dossier
914-129-3,39380-78-4,Reaction mass of chromium hydroxide sulphate and sodium sulphate,Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9febca96-ebd2-2e17-e044-00144f67d031,Dossier
914-147-1,,"Reaction mass of sodium sulphate and disodium dodecanedioate and Dodecanoic acid, 12-amino-, sodium salt (1:1)",Full,Individual Submission,"10,000 - 100,000 tonnes per annum",DISS-9d98708f-2d94-695d-e044-00144f67d249,Dossier
914-172-8,,reaction mass of calcium bis(dihydrogenorthophosphate) and calcium hydrogenorthophosphate,Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-a2103212-441a-140f-e044-00144f67d031,Dossier
914-287-3,,Reaction mass of dicopper selenide and selenium,Intermediate,Joint Submission,Intermediate Use Only,DISS-9ff3d492-6089-589d-e044-00144f67d031,Dossier
914-294-1,,not assigned,Intermediate,Joint Submission,Intermediate Use Only,DISS-9ff45a48-d06e-3348-e044-00144f67d031,Dossier
914-294-1,,Reaction mass of bis(hydroxyammonium) sulfate and diammonium sulfate,Intermediate,Individual Submission,Intermediate Use Only,DISS-9ff01b90-7ff8-33d0-e044-00144f67d031,Dossier
914-309-1,,Reaction mass of aluminium fluoride and chromium trifluoride and nickel difluoride,Full,Individual Submission,10 - 100 tonnes per annum,DISS-9ff50a4b-9775-1da0-e044-00144f67d031,Dossier
914-459-8,,"Reaction mass of Fatty acids, montan-wax and Fatty acids, montan-wax, calcium salts and Montan wax",Full,Individual Submission,"100 - 1,000 tonnes per annum",DISS-e7627168-f83e-63fd-e044-00144f67d031,Dossier
914-460-3,,"Reaction mass of Fatty acids, montan-wax, 1-methyl-1,3-propanediyl esters and Fatty acids, montan-wax, calcium salts and Fatty acids, montan-wax and Montan wax",Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9fff6bc4-c7d8-2963-e044-00144f67d031,Dossier
914-461-9,,"Reaction mass of Fatty acids, montan-wax and Fatty acids, montan-wax, 1-methyl-1,3-propanediyl esters and Fatty acids, montan-wax, calcium salts and Fatty acids, montan-wax, ethylene esters and Montan wax",Full,Individual Submission,"100 - 1,000 tonnes per annum",DISS-e7627168-f7db-63fd-e044-00144f67d031,Dossier
914-467-1,,"Reaction mass of Fatty acids, montan-wax and Glycerides, montan-wax and Glycerides, tallow mono-, di- and tri-, hydrogenated and Montan wax",Full,Individual Submission,"100 - 1,000 tonnes per annum",DISS-e7627168-f6bc-63fd-e044-00144f67d031,Dossier
914-468-7,,"Reaction mass of Fatty acids, montan-wax and Montan wax",Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9ff93948-dbee-0f2d-e044-00144f67d031,Dossier
914-469-2,,"Reaction mass of Fatty acids, montan-wax and Glycerides, montan-wax and Montan wax",Full,Individual Submission,"100 - 1,000 tonnes per annum",DISS-e7627168-f761-63fd-e044-00144f67d031,Dossier
914-471-3,,"Reaction mass of Montan wax acid, 1,3-butanediol diester and Montan wax carboxy acids, ethyleneesters and Montan wax and Fatty acids, montan-wax",Full,Individual Submission,"100 - 1,000 tonnes per annum",DISS-e7627168-f786-63fd-e044-00144f67d031,Dossier
914-475-5,,"Reaction mass of Fatty acids, montan-wax, ethylene esters and Fatty acids, montan-wax and Montan wax",Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-9fffdfbd-827f-650e-e044-00144f67d031,Dossier
914-478-1,,"Reaction mass of Montan wax and Fatty acids, montan-wax and Fatty acids, montan-wax, esters with trimethylolpropane and Fatty acids, montan-wax, mixed esters with adipic acid and trimethylolpropane",Full,Individual Submission,"100 - 1,000 tonnes per annum",DISS-e7627168-f704-63fd-e044-00144f67d031,Dossier
914-479-7,,"Reaction mass of Fatty acids, montan-wax and Fatty acids, montan-wax, sodium salts and Montan wax",Full,Individual Submission,10 - 100 tonnes per annum,DISS-e7627168-f735-63fd-e044-00144f67d031,Dossier
914-919-8,,Reaction mass of aluminium nitrate and aluminium sulphate,Full,Individual Submission,"100 - 1,000 tonnes per annum",DISS-e7627168-f7f2-63fd-e044-00144f67d031,Dossier
914-977-4,,not assigned,Intermediate,Joint Submission,Intermediate Use Only,DISS-9fff208b-d5b3-0022-e044-00144f67d031,Dossier
915-035-5,,Reaction mass of heptachromium tricarbide and trichromium dicarbide,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-d9783401-b71d-5465-e044-00144f67d031,Dossier
915-037-6,,Reaction mass of calcium disilicide and calcium silicide,Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-9fe9cd42-467d-0902-e044-00144f67d031,Dossier
915-069-0,,not applicable,Full,Individual Submission,"100 - 1,000 tonnes per annum",DISS-e7627168-f83c-63fd-e044-00144f67d031,Dossier
915-093-1,,Reaction mass of ditungsten carbide and tungsten carbide,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-b2c9dadf-83fb-5990-e044-00144f67d031,Dossier
915-152-1,,Reaction mass of cerium phosphate and lanthanum phosphate and terbium phosphate,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dcee9617-6c65-24cb-e044-00144f67d031,Dossier
915-179-9,,"Reaction mass of dipotassium phosphonate and Phosphonic acid, potassium salt (1:1)",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-e2b938f3-9e90-2589-e044-00144f67d031,Dossier
915-206-4,,Reaction mass of 9-icosyl-9-phosphabicyclo[3.3.1]nonane and 9-icosyl-9-phosphabicyclo[4.2.1]nonane,Intermediate,Individual Submission,Intermediate Use Only,DISS-e7627168-f766-63fd-e044-00144f67d031,Dossier
915-277-1,32052-51-0,"2,2,4(or 2,4,4)-Trimethylhexane-1,6-diisocyanate",Full,Individual Submission,"100 - 1,000 tonnes per annum",DISS-e7627168-f885-63fd-e044-00144f67d031,Dossier
915-316-2,,"Reaction mass of 1-phenyloctadecane-1,3-dione and phenylicosane-1,3-dione",Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-b6b532c7-813c-0d3b-e044-00144f67d031,Dossier
915-333-5,,"Reaction mass of 2,4,6-tris(1-phenylethyl)phenol and Bis(1-phenylethyl) phenol",Intermediate,Joint Submission,Intermediate Use Only,DISS-9fe71ff0-5f7b-718e-e044-00144f67d031,Dossier
915-589-8,,"Diisopropyl-1,1'-biphenyl (isomers) and Tris(1-methylethyl)-1,1'-biphenyl (mixture)",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-e5a0779b-8afa-00b9-e044-00144f67d031,Dossier
915-617-9,,Reaction mass of 3-(4-hydroxy-4-methylpentyl)cyclohex-3-ene-1-carbaldehyde and 4-(4-hydroxy-4-methylpentyl)cyclohex-3-enecarbaldehyde,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dffb4072-e344-47ae-e044-00144f67d031,Dossier
915-673-4,211519-85-6,"Polysulfides, bis[3-(triethoxysilyl)propyl]",Full,Joint Submission,"10,000 - 100,000 tonnes per annum",DISS-975e85c3-1617-064c-e044-00144f67d031,Dossier
915-687-0,,"Reaction mass of Bis(1,2,2,6,6-pentamethyl-4-piperidyl) sebacate and Methyl 1,2,2,6,6-pentamethyl-4-piperidyl sebacate",Full,Joint Submission,"1,000 + tonnes per annum",DISS-97d91140-d3e6-6330-e044-00144f67d031,Dossier
915-730-3,,"Reaction Mass of 1-(1,2,3,4,5,6,7,8-octahydro-2,3,8,8-tetramethyl-2-naphthyl)ethan-1-one and 1-(1,2,3,4,6,7,8,8a-octahydro-2,3,8,8-tetramethyl-2-naphthyl)ethan-1-one and 1-(1,2,3,5,6,7,8,8a-octahydro-2,3,8,8-tetramethyl-2-naphthyl)ethan-1-one",Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-a001d05a-8c59-0cab-e044-00144f67d031,Dossier
915-741-3,,"reaction mass of  3-[3-(2,3-dihydroxypropoxy)-2-hydroxypropoxy]propane-1,2-diol, 3-(2,3-dihydroxypropoxy)propane-1,2-diol,3-[3-[3-(2,3-dihydroxypropoxy)-2-hydroxypropoxy]-2-hydroxypropoxy]propane-1,2-diol,",Full,Joint Submission,"1,000 - 10,000 tonnes per annum",DISS-97d8cf4f-30ba-556b-e044-00144f67d031,Dossier
915-748-1,,"Reaction mass of 4,4,13,13-tetraethoxy-3,14-dioxa-8,9-dithia-4,13-disilahexadecane and 4,4,14,14-tetraethoxy-3,15-dioxa-8,9,10-trithia-4,14-disilaheptadecane",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-d6b22a51-fa82-2132-e044-00144f67d031,Dossier
915-790-0,,"Reaction mass of Amines, coco alkyl and β-Alanine, N-(2-carboxyethyl)-, N-coco alkyl derivs. and β-Alanine, N-coco alkyl derivs.",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-e18edfe9-0325-58ce-e044-00144f67d031,Dossier
915-926-9,,"Reaction mass of sodium hydrogen N,N-dibutyl-10-(sulphonatooxy)octadecanamidate and sodium sulphooctadecanoate",Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-dffb4072-e361-47ae-e044-00144f67d031,Dossier
915-935-8,,Zwischenprodukt TPPTS 39.,Intermediate,Individual Submission,Intermediate Use Only,DISS-a211578c-8eae-0bb5-e044-00144f67d031,Dossier
916-226-6,,Reaction mass of benzyldodecylbis(2-hydroxypropyl)ammonium chloride and benzylbis(2-hydroxypropyl)tetradecylammonium chloride,Full,Joint Submission,"100 - 1,000 tonnes per annum",DISS-d6b23871-18fb-2848-e044-00144f67d031,Dossier
916-533-5,,"Reaction mass of l-Glutamic acid, N-coco acyl derivs., disodium salts and l-Glutamic acid, N-coco acyl derivs., monosodium salts",Full,Individual Submission,"100 - 1,000 tonnes per annum",DISS-e7627168-f859-63fd-e044-00144f67d031,Dossier
916-916-7,,not available,Full,Individual Submission,10 - 100 tonnes per annum,DISS-e7627168-f817-63fd-e044-00144f67d031,Dossier
917-209-6,,"Reaction mass of Glycerol, propoxylated and Sucrose, propoxylated",Full,Individual Submission,"100 - 1,000 tonnes per annum",DISS-d019954e-2ee2-3fd3-e044-00144f67d249,Dossier
